2 	0.0411612 	-5.80373e-19 	1.00379 	-0.00663126 	6.91628e-17
2 	0.123483 	1.15435e-18 	1.00348 	-0.00726443 	1.21833e-16
2 	0.205806 	-2.33428e-19 	1.00313 	-0.00755809 	-1.23377e-17
2 	0.288128 	-1.62121e-18 	1.00266 	-0.00780537 	-1.0951e-16
2 	0.37045 	-1.62121e-18 	1.00214 	-0.00798322 	-1.02614e-16
2 	0.452773 	-1.62121e-18 	1.00154 	-0.00805129 	-2.89125e-17
2 	0.535095 	-1.62121e-18 	1.00087 	-0.00801896 	-6.05344e-17
2 	0.617417 	-2.25514e-18 	1.0001 	-0.00788349 	4.26229e-17
2 	0.69974 	3.23602e-18 	0.999192 	-0.00764283 	3.24919e-17
2 	0.782062 	3.23602e-18 	0.998096 	-0.0072998 	-4.15759e-17
2 	0.864384 	3.23602e-18 	0.996739 	-0.0068629 	1.0192e-16
2 	0.946707 	3.23602e-18 	0.995056 	-0.00634858 	5.2511e-17
2 	1.02903 	3.23602e-18 	0.993018 	-0.00578198 	4.06796e-17
2 	1.11135 	3.23602e-18 	0.990665 	-0.00519451 	1.01795e-16
2 	1.19367 	1.5013e-18 	0.98813 	-0.00461742 	1.0148e-16
2 	1.276 	6.93889e-19 	0.98564 	-0.0040724 	5.0609e-17
2 	1.35832 	-2.33428e-19 	0.98347 	-0.003562 	9.82402e-17
2 	1.44064 	-2.33428e-19 	0.981869 	-0.00307198 	1.00186e-16
2 	1.52296 	-2.33428e-19 	0.980982 	-0.00258765 	5.01038e-17
2 	1.60529 	-2.33428e-19 	0.980798 	-0.00191888 	9.60226e-17
2 	1.66412 	1.47573e-18 	0.981058 	-0.00166654 	5.86554e-17
2 	1.69948 	6.28169e-18 	0.981284 	-0.00154181 	4.57599e-17
2 	1.73483 	1.0174e-17 	0.981553 	-0.00140926 	4.21295e-17
2 	1.77019 	1.31173e-17 	0.981843 	-0.00125791 	5.83166e-17
2 	1.80555 	1.37591e-17 	0.982133 	-0.00109266 	2.05724e-17
2 	1.8409 	1.37067e-17 	0.982405 	-0.000914751 	-1.09209e-17
2 	1.87626 	1.86848e-17 	0.982644 	-0.000725421 	-4.83056e-17
2 	1.91161 	2.17544e-17 	0.982838 	-0.00052965 	-2.4468e-17
2 	1.94697 	2.04869e-17 	0.982976 	-0.00031916 	-1.39419e-17
2 	1.98232 	1.92192e-17 	0.98305 	-0.000123553 	-1.05787e-17
2 	2.01768 	1.90552e-17 	0.98305 	0.000118006 	-9.33535e-18
2 	2.05303 	5.37602e-19 	0.982976 	0.000313559 	-9.27007e-18
2 	2.08839 	-6.23523e-19 	0.982838 	0.000524168 	-8.27063e-18
2 	2.12374 	-1.78493e-18 	0.982644 	0.000719914 	-4.1107e-18
2 	2.1591 	-2.59967e-18 	0.982405 	0.000909275 	-1.81584e-18
2 	2.19445 	-8.12601e-19 	0.982133 	0.0010872 	7.04209e-18
2 	2.22981 	1.66808e-18 	0.981843 	0.00125247 	4.26004e-17
2 	2.26517 	1.79563e-18 	0.981553 	0.00140385 	3.4785e-17
2 	2.30052 	1.42614e-17 	0.981283 	0.00153643 	-2.58026e-17
2 	2.33588 	1.2578e-17 	0.981058 	0.00166118 	-8.25396e-17
2 	2.39471 	1.08688e-17 	0.980798 	0.00191361 	-1.04546e-16
2 	2.47704 	1.08688e-17 	0.980981 	0.00258256 	-5.94379e-17
2 	2.55936 	1.08688e-17 	0.981868 	0.00306698 	-1.1033e-16
2 	2.64168 	1.08688e-17 	0.983469 	0.00355719 	-1.08535e-16
2 	2.724 	1.29237e-17 	0.985639 	0.00406776 	-5.24505e-17
2 	2.80633 	6.35852e-18 	0.988129 	0.00461295 	-1.00861e-16
2 	2.88865 	3.23602e-18 	0.990663 	0.0051902 	-5.35301e-17
2 	2.97097 	4.6238e-18 	0.993017 	0.00577783 	-1.03308e-16
2 	3.05329 	7.39936e-18 	0.995054 	0.00634457 	-5.98914e-17
2 	3.13562 	1.01749e-17 	0.996737 	0.00685903 	-8.7765e-17
2 	3.21794 	1.15627e-17 	0.998093 	0.00729606 	2.52201e-17
2 	3.30026 	1.15627e-17 	0.99919 	0.00763923 	-8.80541e-17
2 	3.38258 	1.18829e-17 	1.0001 	0.00788002 	-5.25627e-17
2 	3.4649 	7.7463e-18 	1.00087 	0.00801564 	-8.47935e-17
2 	3.54723 	6.01158e-18 	1.00154 	0.00804812 	2.62054e-17
2 	3.62955 	9.48102e-18 	1.00214 	0.00798022 	-8.34818e-17
2 	3.71187 	1.29505e-17 	1.00266 	0.00780253 	-5.07583e-17
2 	3.79419 	1.15627e-17 	1.00312 	0.00755547 	-1.01431e-16
2 	3.87652 	8.78713e-18 	1.00348 	0.00726196 	-6.06552e-17
2 	3.95884 	7.02563e-18 	1.00379 	0.00662917 	-1.06769e-16
